Time in s	CH I in Volt	CH II in Volt	
1.935E-4	-2.08E-02	1.48E+00	
1.936E-4	-2.06E-02	1.48E+00	
1.937E-4	-2.06E-02	1.48E+00	
1.938E-4	-2.06E-02	1.48E+00	
1.939E-4	-2.06E-02	1.48E+00	
1.94E-4	-2.06E-02	1.48E+00	
1.941E-4	-2.06E-02	1.48E+00	
1.942E-4	-2.08E-02	1.48E+00	
1.943E-4	-2.08E-02	1.48E+00	
1.944E-4	-2.08E-02	1.48E+00	
1.945E-4	-2.08E-02	1.48E+00	
1.946E-4	-2.08E-02	1.48E+00	
1.947E-4	-2.08E-02	1.48E+00	
1.948E-4	-2.08E-02	1.48E+00	
1.949E-4	-2.08E-02	1.48E+00	
1.95E-4	-2.08E-02	1.48E+00	
1.951E-4	-2.08E-02	1.48E+00	
1.952E-4	-2.08E-02	1.48E+00	
1.953E-4	-2.08E-02	1.48E+00	
1.954E-4	-2.08E-02	1.48E+00	
1.955E-4	-2.06E-02	1.48E+00	
1.956E-4	-2.06E-02	1.48E+00	
1.957E-4	-2.06E-02	1.48E+00	
1.958E-4	-2.06E-02	1.48E+00	
1.959E-4	-2.06E-02	1.48E+00	
1.96E-4	-2.06E-02	1.48E+00	
1.961E-4	-2.06E-02	1.48E+00	
1.962E-4	-2.06E-02	1.48E+00	
1.963E-4	-2.06E-02	1.48E+00	
1.964E-4	-2.06E-02	1.48E+00	
1.965E-4	-2.06E-02	1.48E+00	
1.966E-4	-2.06E-02	1.48E+00	
1.967E-4	-2.06E-02	1.48E+00	
1.968E-4	-2.06E-02	1.48E+00	
1.969E-4	-2.06E-02	1.48E+00	
1.97E-4	-2.06E-02	1.48E+00	
1.971E-4	-2.06E-02	1.48E+00	
1.972E-4	-2.06E-02	1.48E+00	
1.973E-4	-2.06E-02	1.48E+00	
1.974E-4	-2.04E-02	1.48E+00	
1.975E-4	-2.04E-02	1.48E+00	
1.976E-4	-2.04E-02	1.48E+00	
1.977E-4	-2.06E-02	1.48E+00	
1.978E-4	-2.04E-02	1.48E+00	
1.979E-4	-2.04E-02	1.48E+00	
1.98E-4	-2.04E-02	1.48E+00	
1.981E-4	-2.04E-02	1.48E+00	
1.982E-4	-2.04E-02	1.48E+00	
1.983E-4	-2.04E-02	1.48E+00	
1.984E-4	-2.06E-02	1.48E+00	
1.985E-4	-2.06E-02	1.48E+00	
1.986E-4	-2.06E-02	1.48E+00	
1.987E-4	-2.06E-02	1.48E+00	
1.988E-4	-2.06E-02	1.48E+00	
1.989E-4	-2.06E-02	1.48E+00	
1.99E-4	-2.06E-02	1.48E+00	
1.991E-4	-2.06E-02	1.48E+00	
1.992E-4	-2.06E-02	1.48E+00	
1.993E-4	-2.06E-02	1.48E+00	
1.994E-4	-2.06E-02	1.48E+00	
1.995E-4	-2.06E-02	1.48E+00	
1.996E-4	-2.06E-02	1.48E+00	
1.997E-4	-2.06E-02	1.48E+00	
1.998E-4	-2.06E-02	1.48E+00	
1.999E-4	-2.06E-02	1.48E+00	
2.E-4	-2.06E-02	1.48E+00	
2.001E-4	-2.06E-02	1.48E+00	
2.002E-4	-2.06E-02	1.48E+00	
2.003E-4	-2.06E-02	1.48E+00	
2.004E-4	-2.06E-02	1.48E+00	
2.005E-4	-2.06E-02	1.48E+00	
2.006E-4	-2.06E-02	1.48E+00	
2.007E-4	-2.06E-02	1.48E+00	
2.008E-4	-2.06E-02	1.48E+00	
2.009E-4	-2.06E-02	1.48E+00	
2.01E-4	-2.06E-02	1.48E+00	
2.011E-4	-2.06E-02	1.48E+00	
2.012E-4	-2.06E-02	1.48E+00	
2.013E-4	-2.06E-02	1.48E+00	
2.014E-4	-2.06E-02	1.48E+00	
2.015E-4	-2.06E-02	1.48E+00	
2.016E-4	-2.06E-02	1.48E+00	
2.017E-4	-2.06E-02	1.48E+00	
2.018E-4	-2.06E-02	1.48E+00	
2.019E-4	-2.06E-02	1.48E+00	
2.02E-4	-2.06E-02	1.48E+00	
2.021E-4	-2.06E-02	1.48E+00	
2.022E-4	-2.06E-02	1.48E+00	
2.023E-4	-2.06E-02	1.48E+00	
2.024E-4	-2.06E-02	1.48E+00	
2.025E-4	-2.06E-02	1.48E+00	
2.026E-4	-2.06E-02	1.48E+00	
2.027E-4	-2.06E-02	1.48E+00	
2.028E-4	-2.06E-02	1.48E+00	
2.029E-4	-2.06E-02	1.48E+00	
2.03E-4	-2.06E-02	1.48E+00	
2.031E-4	-2.06E-02	1.48E+00	
2.032E-4	-2.06E-02	1.48E+00	
2.033E-4	-2.06E-02	1.48E+00	
2.034E-4	-2.06E-02	1.48E+00	
2.035E-4	-2.06E-02	1.48E+00	
2.036E-4	-2.06E-02	1.48E+00	
2.037E-4	-2.06E-02	1.48E+00	
2.038E-4	-2.06E-02	1.48E+00	
2.039E-4	-2.04E-02	1.48E+00	
2.04E-4	-2.04E-02	1.48E+00	
2.041E-4	-2.04E-02	1.48E+00	
2.042E-4	-2.04E-02	1.48E+00	
2.043E-4	-2.04E-02	1.48E+00	
2.044E-4	-2.04E-02	1.48E+00	
2.045E-4	-2.04E-02	1.48E+00	
