Time in s	CH I in Volt	CH II in Volt	
7.21E-5	-1.82E-02	1.48E+00	
7.22E-5	-1.82E-02	1.48E+00	
7.23E-5	-1.82E-02	1.48E+00	
7.24E-5	-1.82E-02	1.48E+00	
7.25E-5	-1.82E-02	1.48E+00	
7.26E-5	-1.82E-02	1.48E+00	
7.27E-5	-1.80E-02	1.48E+00	
7.28E-5	-1.80E-02	1.48E+00	
7.29E-5	-1.80E-02	1.48E+00	
7.3E-5	-1.80E-02	1.48E+00	
7.31E-5	-1.80E-02	1.48E+00	
7.32E-5	-1.80E-02	1.48E+00	
7.33E-5	-1.80E-02	1.48E+00	
7.34E-5	-1.78E-02	1.48E+00	
7.35E-5	-1.78E-02	1.48E+00	
7.36E-5	-1.78E-02	1.48E+00	
7.37E-5	-1.78E-02	1.48E+00	
7.38E-5	-1.78E-02	1.48E+00	
7.39E-5	-1.80E-02	1.48E+00	
7.4E-5	-1.78E-02	1.48E+00	
7.41E-5	-1.78E-02	1.48E+00	
7.42E-5	-1.78E-02	1.48E+00	
7.43E-5	-1.78E-02	1.48E+00	
7.44E-5	-1.80E-02	1.48E+00	
7.45E-5	-1.80E-02	1.48E+00	
7.46E-5	-1.80E-02	1.48E+00	
7.47E-5	-1.78E-02	1.48E+00	
7.48E-5	-1.78E-02	1.48E+00	
7.49E-5	-1.80E-02	1.48E+00	
7.5E-5	-1.80E-02	1.48E+00	
7.51E-5	-1.80E-02	1.48E+00	
7.52E-5	-1.80E-02	1.48E+00	
7.53E-5	-1.80E-02	1.48E+00	
7.54E-5	-1.80E-02	1.48E+00	
7.55E-5	-1.82E-02	1.48E+00	
7.56E-5	-1.82E-02	1.48E+00	
7.57E-5	-1.82E-02	1.48E+00	
7.58E-5	-1.82E-02	1.48E+00	
7.59E-5	-1.84E-02	1.48E+00	
7.6E-5	-1.84E-02	1.48E+00	
7.61E-5	-1.84E-02	1.48E+00	
7.62E-5	-1.86E-02	1.48E+00	
7.63E-5	-1.86E-02	1.48E+00	
7.64E-5	-1.86E-02	1.48E+00	
7.65E-5	-1.86E-02	1.48E+00	
7.66E-5	-1.86E-02	1.48E+00	
7.67E-5	-1.86E-02	1.48E+00	
7.68E-5	-1.86E-02	1.48E+00	
7.69E-5	-1.86E-02	1.48E+00	
7.7E-5	-1.86E-02	1.48E+00	
7.71E-5	-1.86E-02	1.48E+00	
7.72E-5	-1.88E-02	1.48E+00	
7.73E-5	-1.88E-02	1.48E+00	
7.74E-5	-1.88E-02	1.48E+00	
7.75E-5	-1.88E-02	1.48E+00	
7.76E-5	-1.88E-02	1.48E+00	
7.77E-5	-1.88E-02	1.48E+00	
7.78E-5	-1.88E-02	1.48E+00	
7.79E-5	-1.88E-02	1.48E+00	
7.8E-5	-1.90E-02	1.48E+00	
7.81E-5	-1.90E-02	1.48E+00	
7.82E-5	-1.90E-02	1.48E+00	
7.83E-5	-1.90E-02	1.48E+00	
7.84E-5	-1.90E-02	1.48E+00	
7.85E-5	-1.88E-02	1.48E+00	
7.86E-5	-1.88E-02	1.48E+00	
7.87E-5	-1.88E-02	1.48E+00	
7.88E-5	-1.88E-02	1.48E+00	
7.89E-5	-1.88E-02	1.48E+00	
7.9E-5	-1.88E-02	1.48E+00	
7.91E-5	-1.88E-02	1.48E+00	
7.92E-5	-1.88E-02	1.48E+00	
7.93E-5	-1.88E-02	1.48E+00	
7.94E-5	-1.88E-02	1.48E+00	
7.95E-5	-1.88E-02	1.48E+00	
7.96E-5	-1.88E-02	1.48E+00	
7.97E-5	-1.88E-02	1.48E+00	
7.98E-5	-1.88E-02	1.48E+00	
7.99E-5	-1.88E-02	1.48E+00	
8.E-5	-1.88E-02	1.48E+00	
8.01E-5	-1.86E-02	1.48E+00	
8.02E-5	-1.86E-02	1.48E+00	
8.03E-5	-1.86E-02	1.48E+00	
8.04E-5	-1.86E-02	1.48E+00	
8.05E-5	-1.86E-02	1.48E+00	
8.06E-5	-1.86E-02	1.48E+00	
8.07E-5	-1.86E-02	1.48E+00	
8.08E-5	-1.86E-02	1.48E+00	
8.09E-5	-1.86E-02	1.48E+00	
8.1E-5	-1.86E-02	1.48E+00	
8.11E-5	-1.86E-02	1.48E+00	
8.12E-5	-1.88E-02	1.48E+00	
8.13E-5	-1.88E-02	1.48E+00	
8.14E-5	-1.88E-02	1.48E+00	
8.15E-5	-1.90E-02	1.48E+00	
8.16E-5	-1.90E-02	1.48E+00	
8.17E-5	-1.90E-02	1.48E+00	
8.18E-5	-1.90E-02	1.48E+00	
8.19E-5	-1.92E-02	1.48E+00	
8.2E-5	-1.92E-02	1.48E+00	
8.21E-5	-1.92E-02	1.48E+00	
8.22E-5	-1.92E-02	1.48E+00	
8.23E-5	-1.92E-02	1.48E+00	
8.24E-5	-1.94E-02	1.48E+00	
8.25E-5	-1.94E-02	1.48E+00	
8.26E-5	-1.94E-02	1.48E+00	
8.27E-5	-1.94E-02	1.48E+00	
8.28E-5	-1.94E-02	1.48E+00	
8.29E-5	-1.94E-02	1.48E+00	
8.3E-5	-1.94E-02	1.48E+00	
8.31E-5	-1.96E-02	1.48E+00	
8.32E-5	-1.96E-02	1.48E+00	
8.33E-5	-1.96E-02	1.48E+00	
8.34E-5	-1.96E-02	1.48E+00	
8.35E-5	-1.98E-02	1.48E+00	
8.36E-5	-1.98E-02	1.48E+00	
8.37E-5	-1.98E-02	1.48E+00	
8.38E-5	-1.98E-02	1.48E+00	
8.39E-5	-2.00E-02	1.48E+00	
8.4E-5	-2.00E-02	1.48E+00	
8.41E-5	-2.00E-02	1.48E+00	
8.42E-5	-2.00E-02	1.48E+00	
8.43E-5	-2.00E-02	1.48E+00	
8.44E-5	-2.00E-02	1.48E+00	
8.45E-5	-2.00E-02	1.48E+00	
8.46E-5	-2.00E-02	1.48E+00	
8.47E-5	-2.00E-02	1.48E+00	
8.48E-5	-2.00E-02	1.48E+00	
8.49E-5	-2.00E-02	1.48E+00	
8.5E-5	-2.00E-02	1.48E+00	
8.51E-5	-2.00E-02	1.48E+00	
8.52E-5	-2.00E-02	1.48E+00	
8.53E-5	-2.00E-02	1.48E+00	
8.54E-5	-2.00E-02	1.48E+00	
8.55E-5	-2.00E-02	1.48E+00	
8.56E-5	-1.98E-02	1.48E+00	
8.57E-5	-1.98E-02	1.48E+00	
8.58E-5	-1.98E-02	1.48E+00	
8.59E-5	-1.98E-02	1.48E+00	
8.6E-5	-1.98E-02	1.48E+00	
8.61E-5	-1.98E-02	1.48E+00	
8.62E-5	-1.98E-02	1.50E+00	
8.63E-5	-1.96E-02	1.48E+00	
8.64E-5	-1.96E-02	1.48E+00	
8.65E-5	-1.96E-02	1.48E+00	
8.66E-5	-1.96E-02	1.48E+00	
8.67E-5	-1.96E-02	1.48E+00	
8.68E-5	-1.94E-02	1.48E+00	
8.69E-5	-1.94E-02	1.48E+00	
8.7E-5	-1.94E-02	1.48E+00	
8.71E-5	-1.94E-02	1.48E+00	
8.72E-5	-1.94E-02	1.48E+00	
8.73E-5	-1.92E-02	1.48E+00	
8.74E-5	-1.92E-02	1.48E+00	
8.75E-5	-1.92E-02	1.48E+00	
8.76E-5	-1.92E-02	1.48E+00	
8.77E-5	-1.92E-02	1.48E+00	
8.78E-5	-1.92E-02	1.48E+00	
8.79E-5	-1.92E-02	1.48E+00	
8.8E-5	-1.92E-02	1.48E+00	
8.81E-5	-1.92E-02	1.48E+00	
8.82E-5	-1.92E-02	1.48E+00	
8.83E-5	-1.92E-02	1.48E+00	
8.84E-5	-1.92E-02	1.48E+00	
8.85E-5	-1.92E-02	1.48E+00	
8.86E-5	-1.92E-02	1.48E+00	
8.87E-5	-1.92E-02	1.48E+00	
8.88E-5	-1.94E-02	1.48E+00	
8.89E-5	-1.94E-02	1.48E+00	
8.9E-5	-1.94E-02	1.48E+00	
8.91E-5	-1.94E-02	1.48E+00	
8.92E-5	-1.94E-02	1.48E+00	
8.93E-5	-1.94E-02	1.48E+00	
8.94E-5	-1.94E-02	1.48E+00	
8.95E-5	-1.94E-02	1.48E+00	
8.96E-5	-1.94E-02	1.48E+00	
8.97E-5	-1.96E-02	1.48E+00	
8.98E-5	-1.96E-02	1.48E+00	
8.99E-5	-1.96E-02	1.48E+00	
9.E-5	-1.96E-02	1.48E+00	
9.01E-5	-1.98E-02	1.48E+00	
9.02E-5	-1.98E-02	1.48E+00	
9.03E-5	-1.98E-02	1.48E+00	
9.04E-5	-1.98E-02	1.48E+00	
9.05E-5	-1.98E-02	1.48E+00	
9.06E-5	-1.98E-02	1.48E+00	
9.07E-5	-2.00E-02	1.48E+00	
9.08E-5	-2.00E-02	1.48E+00	
9.09E-5	-2.00E-02	1.48E+00	
9.1E-5	-2.00E-02	1.48E+00	
9.11E-5	-2.00E-02	1.48E+00	
9.12E-5	-2.00E-02	1.48E+00	
9.13E-5	-2.02E-02	1.48E+00	
9.14E-5	-2.02E-02	1.48E+00	
9.15E-5	-2.02E-02	1.48E+00	
9.16E-5	-2.02E-02	1.48E+00	
9.17E-5	-2.02E-02	1.48E+00	
9.18E-5	-2.02E-02	1.48E+00	
9.19E-5	-2.02E-02	1.48E+00	
9.2E-5	-2.02E-02	1.48E+00	
9.21E-5	-2.02E-02	1.48E+00	
9.22E-5	-2.02E-02	1.48E+00	
9.23E-5	-2.02E-02	1.48E+00	
9.24E-5	-2.02E-02	1.48E+00	
9.25E-5	-2.02E-02	1.48E+00	
9.26E-5	-2.02E-02	1.48E+00	
9.27E-5	-2.02E-02	1.48E+00	
9.28E-5	-2.04E-02	1.48E+00	
9.29E-5	-2.02E-02	1.48E+00	
9.3E-5	-2.02E-02	1.48E+00	
9.31E-5	-2.02E-02	1.48E+00	
9.32E-5	-2.02E-02	1.48E+00	
9.33E-5	-2.02E-02	1.48E+00	
9.34E-5	-2.02E-02	1.48E+00	
9.35E-5	-2.02E-02	1.48E+00	
9.36E-5	-2.02E-02	1.48E+00	
9.37E-5	-2.00E-02	1.48E+00	
9.38E-5	-2.00E-02	1.48E+00	
9.39E-5	-2.00E-02	1.48E+00	
9.4E-5	-2.00E-02	1.48E+00	
9.41E-5	-2.00E-02	1.48E+00	
9.42E-5	-2.00E-02	1.48E+00	
9.43E-5	-2.00E-02	1.48E+00	
9.44E-5	-2.00E-02	1.48E+00	
9.45E-5	-2.00E-02	1.48E+00	
9.46E-5	-2.00E-02	1.48E+00	
9.47E-5	-2.00E-02	1.48E+00	
9.48E-5	-2.00E-02	1.48E+00	
9.49E-5	-2.00E-02	1.48E+00	
9.5E-5	-2.00E-02	1.48E+00	
9.51E-5	-2.00E-02	1.48E+00	
9.52E-5	-2.00E-02	1.48E+00	
9.53E-5	-2.00E-02	1.48E+00	
9.54E-5	-2.00E-02	1.48E+00	
9.55E-5	-1.98E-02	1.48E+00	
9.56E-5	-1.98E-02	1.48E+00	
9.57E-5	-1.98E-02	1.48E+00	
9.58E-5	-1.98E-02	1.48E+00	
9.59E-5	-1.98E-02	1.48E+00	
9.6E-5	-2.00E-02	1.48E+00	
9.61E-5	-2.00E-02	1.48E+00	
9.62E-5	-2.00E-02	1.48E+00	
9.63E-5	-2.00E-02	1.48E+00	
9.64E-5	-2.00E-02	1.48E+00	
9.65E-5	-2.02E-02	1.48E+00	
9.66E-5	-2.02E-02	1.48E+00	
9.67E-5	-2.02E-02	1.48E+00	
9.68E-5	-2.02E-02	1.48E+00	
9.69E-5	-2.02E-02	1.48E+00	
9.7E-5	-2.02E-02	1.48E+00	
9.71E-5	-2.02E-02	1.48E+00	
9.72E-5	-2.02E-02	1.48E+00	
9.73E-5	-2.02E-02	1.48E+00	
9.74E-5	-2.02E-02	1.48E+00	
9.75E-5	-2.02E-02	1.48E+00	
9.76E-5	-2.02E-02	1.48E+00	
9.77E-5	-2.02E-02	1.48E+00	
9.78E-5	-2.02E-02	1.48E+00	
9.79E-5	-2.02E-02	1.48E+00	
9.8E-5	-2.02E-02	1.48E+00	
9.81E-5	-2.02E-02	1.48E+00	
9.82E-5	-2.02E-02	1.48E+00	
9.83E-5	-2.02E-02	1.48E+00	
9.84E-5	-2.02E-02	1.48E+00	
9.85E-5	-2.02E-02	1.48E+00	
9.86E-5	-2.02E-02	1.48E+00	
9.87E-5	-2.02E-02	1.48E+00	
9.88E-5	-2.02E-02	1.48E+00	
9.89E-5	-2.02E-02	1.48E+00	
9.9E-5	-2.02E-02	1.48E+00	
9.91E-5	-2.02E-02	1.48E+00	
9.92E-5	-2.02E-02	1.48E+00	
9.93E-5	-2.02E-02	1.48E+00	
9.94E-5	-2.02E-02	1.48E+00	
9.95E-5	-2.02E-02	1.48E+00	
9.96E-5	-2.02E-02	1.48E+00	
9.97E-5	-2.02E-02	1.48E+00	
9.98E-5	-2.02E-02	1.48E+00	
9.99E-5	-2.02E-02	1.48E+00	
1.E-4	-2.02E-02	1.48E+00	
1.001E-4	-2.02E-02	1.48E+00	
1.002E-4	-2.02E-02	1.48E+00	
1.003E-4	-2.02E-02	1.48E+00	
1.004E-4	-2.02E-02	1.48E+00	
1.005E-4	-2.02E-02	1.48E+00	
1.006E-4	-2.02E-02	1.48E+00	
1.007E-4	-2.02E-02	1.48E+00	
1.008E-4	-2.00E-02	1.48E+00	
1.009E-4	-2.00E-02	1.48E+00	
1.01E-4	-2.00E-02	1.48E+00	
1.011E-4	-2.00E-02	1.48E+00	
1.012E-4	-2.00E-02	1.48E+00	
1.013E-4	-2.00E-02	1.48E+00	
1.014E-4	-2.00E-02	1.48E+00	
1.015E-4	-2.00E-02	1.48E+00	
1.016E-4	-2.00E-02	1.48E+00	
1.017E-4	-2.00E-02	1.48E+00	
1.018E-4	-2.00E-02	1.48E+00	
1.019E-4	-2.00E-02	1.48E+00	
1.02E-4	-2.02E-02	1.48E+00	
1.021E-4	-2.02E-02	1.48E+00	
1.022E-4	-2.02E-02	1.48E+00	
1.023E-4	-2.02E-02	1.48E+00	
1.024E-4	-2.02E-02	1.48E+00	
1.025E-4	-2.02E-02	1.48E+00	
1.026E-4	-2.02E-02	1.48E+00	
1.027E-4	-2.04E-02	1.48E+00	
1.028E-4	-2.04E-02	1.50E+00	
1.029E-4	-2.04E-02	1.48E+00	
1.03E-4	-2.04E-02	1.48E+00	
1.031E-4	-2.04E-02	1.48E+00	
1.032E-4	-2.04E-02	1.48E+00	
1.033E-4	-2.04E-02	1.48E+00	
1.034E-4	-2.04E-02	1.48E+00	
1.035E-4	-2.04E-02	1.48E+00	
1.036E-4	-2.04E-02	1.48E+00	
1.037E-4	-2.06E-02	1.48E+00	
1.038E-4	-2.06E-02	1.48E+00	
1.039E-4	-2.06E-02	1.48E+00	
1.04E-4	-2.06E-02	1.48E+00	
1.041E-4	-2.06E-02	1.48E+00	
1.042E-4	-2.06E-02	1.48E+00	
1.043E-4	-2.06E-02	1.48E+00	
1.044E-4	-2.06E-02	1.48E+00	
1.045E-4	-2.08E-02	1.48E+00	
1.046E-4	-2.08E-02	1.48E+00	
1.047E-4	-2.08E-02	1.48E+00	
1.048E-4	-2.08E-02	1.48E+00	
1.049E-4	-2.08E-02	1.48E+00	
1.05E-4	-2.08E-02	1.48E+00	
1.051E-4	-2.08E-02	1.48E+00	
1.052E-4	-2.08E-02	1.48E+00	
1.053E-4	-2.10E-02	1.48E+00	
1.054E-4	-2.10E-02	1.48E+00	
1.055E-4	-2.10E-02	1.48E+00	
1.056E-4	-2.10E-02	1.48E+00	
1.057E-4	-2.10E-02	1.48E+00	
1.058E-4	-2.10E-02	1.48E+00	
1.059E-4	-2.10E-02	1.48E+00	
1.06E-4	-2.10E-02	1.48E+00	
1.061E-4	-2.10E-02	1.48E+00	
1.062E-4	-2.10E-02	1.48E+00	
1.063E-4	-2.08E-02	1.48E+00	
1.064E-4	-2.08E-02	1.48E+00	
1.065E-4	-2.08E-02	1.48E+00	
1.066E-4	-2.08E-02	1.48E+00	
1.067E-4	-2.08E-02	1.48E+00	
1.068E-4	-2.06E-02	1.48E+00	
1.069E-4	-2.06E-02	1.48E+00	
1.07E-4	-2.06E-02	1.48E+00	
1.071E-4	-2.06E-02	1.48E+00	
1.072E-4	-2.06E-02	1.48E+00	
1.073E-4	-2.06E-02	1.48E+00	
1.074E-4	-2.04E-02	1.48E+00	
1.075E-4	-2.04E-02	1.48E+00	
1.076E-4	-2.04E-02	1.48E+00	
1.077E-4	-2.04E-02	1.48E+00	
1.078E-4	-2.04E-02	1.48E+00	
1.079E-4	-2.04E-02	1.48E+00	
1.08E-4	-2.04E-02	1.48E+00	
1.081E-4	-2.04E-02	1.48E+00	
1.082E-4	-2.04E-02	1.48E+00	
1.083E-4	-2.04E-02	1.48E+00	
1.084E-4	-2.04E-02	1.48E+00	
1.085E-4	-2.04E-02	1.48E+00	
1.086E-4	-2.04E-02	1.48E+00	
1.087E-4	-2.04E-02	1.48E+00	
1.088E-4	-2.02E-02	1.48E+00	
1.089E-4	-2.02E-02	1.48E+00	
1.09E-4	-2.02E-02	1.48E+00	
1.091E-4	-2.04E-02	1.48E+00	
1.092E-4	-2.04E-02	1.48E+00	
1.093E-4	-2.04E-02	1.48E+00	
1.094E-4	-2.04E-02	1.48E+00	
1.095E-4	-2.04E-02	1.48E+00	
1.096E-4	-2.04E-02	1.48E+00	
1.097E-4	-2.04E-02	1.48E+00	
1.098E-4	-2.04E-02	1.48E+00	
1.099E-4	-2.04E-02	1.48E+00	
1.1E-4	-2.04E-02	1.48E+00	
1.101E-4	-2.04E-02	1.48E+00	
1.102E-4	-2.04E-02	1.48E+00	
1.103E-4	-2.04E-02	1.48E+00	
1.104E-4	-2.04E-02	1.48E+00	
1.105E-4	-2.04E-02	1.48E+00	
1.106E-4	-2.04E-02	1.48E+00	
1.107E-4	-2.06E-02	1.48E+00	
1.108E-4	-2.06E-02	1.48E+00	
1.109E-4	-2.06E-02	1.48E+00	
1.11E-4	-2.06E-02	1.48E+00	
1.111E-4	-2.06E-02	1.48E+00	
1.112E-4	-2.08E-02	1.48E+00	
1.113E-4	-2.08E-02	1.48E+00	
1.114E-4	-2.08E-02	1.48E+00	
1.115E-4	-2.08E-02	1.48E+00	
1.116E-4	-2.08E-02	1.48E+00	
1.117E-4	-2.08E-02	1.48E+00	
1.118E-4	-2.08E-02	1.48E+00	
1.119E-4	-2.08E-02	1.48E+00	
1.12E-4	-2.08E-02	1.48E+00	
1.121E-4	-2.08E-02	1.48E+00	
1.122E-4	-2.08E-02	1.48E+00	
1.123E-4	-2.08E-02	1.48E+00	
1.124E-4	-2.08E-02	1.48E+00	
1.125E-4	-2.08E-02	1.48E+00	
1.126E-4	-2.08E-02	1.48E+00	
1.127E-4	-2.08E-02	1.48E+00	
1.128E-4	-2.08E-02	1.48E+00	
1.129E-4	-2.08E-02	1.48E+00	
1.13E-4	-2.08E-02	1.48E+00	
1.131E-4	-2.08E-02	1.48E+00	
1.132E-4	-2.08E-02	1.48E+00	
1.133E-4	-2.08E-02	1.48E+00	
1.134E-4	-2.08E-02	1.48E+00	
1.135E-4	-2.08E-02	1.48E+00	
1.136E-4	-2.08E-02	1.48E+00	
1.137E-4	-2.08E-02	1.48E+00	
1.138E-4	-2.08E-02	1.48E+00	
1.139E-4	-2.08E-02	1.48E+00	
1.14E-4	-2.08E-02	1.48E+00	
1.141E-4	-2.06E-02	1.48E+00	
1.142E-4	-2.06E-02	1.48E+00	
1.143E-4	-2.06E-02	1.48E+00	
1.144E-4	-2.06E-02	1.48E+00	
1.145E-4	-2.06E-02	1.48E+00	
1.146E-4	-2.06E-02	1.48E+00	
1.147E-4	-2.06E-02	1.48E+00	
1.148E-4	-2.06E-02	1.48E+00	
1.149E-4	-2.06E-02	1.48E+00	
1.15E-4	-2.06E-02	1.48E+00	
1.151E-4	-2.06E-02	1.48E+00	
1.152E-4	-2.06E-02	1.48E+00	
1.153E-4	-2.06E-02	1.48E+00	
1.154E-4	-2.06E-02	1.48E+00	
1.155E-4	-2.06E-02	1.48E+00	
1.156E-4	-2.06E-02	1.48E+00	
1.157E-4	-2.06E-02	1.48E+00	
1.158E-4	-2.06E-02	1.48E+00	
1.159E-4	-2.06E-02	1.48E+00	
1.16E-4	-2.06E-02	1.48E+00	
1.161E-4	-2.06E-02	1.48E+00	
1.162E-4	-2.06E-02	1.48E+00	
1.163E-4	-2.06E-02	1.48E+00	
1.164E-4	-2.06E-02	1.48E+00	
1.165E-4	-2.08E-02	1.48E+00	
1.166E-4	-2.08E-02	1.48E+00	
1.167E-4	-2.08E-02	1.48E+00	
1.168E-4	-2.08E-02	1.48E+00	
1.169E-4	-2.08E-02	1.48E+00	
1.17E-4	-2.08E-02	1.48E+00	
1.171E-4	-2.08E-02	1.48E+00	
1.172E-4	-2.08E-02	1.48E+00	
1.173E-4	-2.08E-02	1.48E+00	
1.174E-4	-2.08E-02	1.48E+00	
1.175E-4	-2.08E-02	1.48E+00	
1.176E-4	-2.08E-02	1.48E+00	
1.177E-4	-2.08E-02	1.48E+00	
1.178E-4	-2.08E-02	1.48E+00	
1.179E-4	-2.08E-02	1.48E+00	
1.18E-4	-2.08E-02	1.48E+00	
1.181E-4	-2.10E-02	1.48E+00	
1.182E-4	-2.10E-02	1.48E+00	
1.183E-4	-2.10E-02	1.48E+00	
1.184E-4	-2.10E-02	1.48E+00	
1.185E-4	-2.10E-02	1.48E+00	
1.186E-4	-2.10E-02	1.48E+00	
1.187E-4	-2.10E-02	1.48E+00	
1.188E-4	-2.10E-02	1.48E+00	
1.189E-4	-2.10E-02	1.48E+00	
1.19E-4	-2.10E-02	1.48E+00	
1.191E-4	-2.08E-02	1.48E+00	
1.192E-4	-2.08E-02	1.48E+00	
1.193E-4	-2.08E-02	1.48E+00	
1.194E-4	-2.08E-02	1.48E+00	
1.195E-4	-2.08E-02	1.48E+00	
1.196E-4	-2.08E-02	1.48E+00	
1.197E-4	-2.08E-02	1.48E+00	
1.198E-4	-2.08E-02	1.48E+00	
1.199E-4	-2.08E-02	1.48E+00	
1.2E-4	-2.08E-02	1.48E+00	
1.201E-4	-2.08E-02	1.48E+00	
1.202E-4	-2.08E-02	1.48E+00	
1.203E-4	-2.08E-02	1.48E+00	
1.204E-4	-2.08E-02	1.48E+00	
1.205E-4	-2.08E-02	1.48E+00	
1.206E-4	-2.08E-02	1.48E+00	
1.207E-4	-2.06E-02	1.48E+00	
1.208E-4	-2.06E-02	1.48E+00	
1.209E-4	-2.06E-02	1.48E+00	
1.21E-4	-2.06E-02	1.48E+00	
1.211E-4	-2.06E-02	1.48E+00	
1.212E-4	-2.06E-02	1.48E+00	
1.213E-4	-2.06E-02	1.48E+00	
1.214E-4	-2.06E-02	1.48E+00	
1.215E-4	-2.06E-02	1.48E+00	
1.216E-4	-2.06E-02	1.48E+00	
1.217E-4	-2.06E-02	1.48E+00	
1.218E-4	-2.06E-02	1.48E+00	
1.219E-4	-2.06E-02	1.48E+00	
1.22E-4	-2.06E-02	1.48E+00	
1.221E-4	-2.04E-02	1.48E+00	
1.222E-4	-2.04E-02	1.48E+00	
1.223E-4	-2.04E-02	1.48E+00	
1.224E-4	-2.04E-02	1.48E+00	
1.225E-4	-2.04E-02	1.48E+00	
1.226E-4	-2.04E-02	1.48E+00	
1.227E-4	-2.04E-02	1.48E+00	
1.228E-4	-2.04E-02	1.48E+00	
1.229E-4	-2.04E-02	1.48E+00	
1.23E-4	-2.06E-02	1.48E+00	
1.231E-4	-2.06E-02	1.48E+00	
1.232E-4	-2.06E-02	1.48E+00	
1.233E-4	-2.06E-02	1.48E+00	
1.234E-4	-2.06E-02	1.48E+00	
1.235E-4	-2.06E-02	1.48E+00	
1.236E-4	-2.06E-02	1.48E+00	
1.237E-4	-2.06E-02	1.48E+00	
1.238E-4	-2.06E-02	1.48E+00	
1.239E-4	-2.06E-02	1.48E+00	
1.24E-4	-2.06E-02	1.48E+00	
1.241E-4	-2.08E-02	1.48E+00	
1.242E-4	-2.08E-02	1.48E+00	
1.243E-4	-2.08E-02	1.48E+00	
1.244E-4	-2.08E-02	1.48E+00	
1.245E-4	-2.08E-02	1.48E+00	
1.246E-4	-2.08E-02	1.48E+00	
1.247E-4	-2.08E-02	1.48E+00	
1.248E-4	-2.08E-02	1.48E+00	
1.249E-4	-2.08E-02	1.48E+00	
1.25E-4	-2.08E-02	1.48E+00	
1.251E-4	-2.10E-02	1.48E+00	
1.252E-4	-2.10E-02	1.48E+00	
1.253E-4	-2.10E-02	1.48E+00	
1.254E-4	-2.10E-02	1.48E+00	
1.255E-4	-2.10E-02	1.48E+00	
1.256E-4	-2.10E-02	1.48E+00	
1.257E-4	-2.10E-02	1.48E+00	
1.258E-4	-2.10E-02	1.48E+00	
1.259E-4	-2.12E-02	1.48E+00	
1.26E-4	-2.12E-02	1.48E+00	
1.261E-4	-2.10E-02	1.48E+00	
1.262E-4	-2.10E-02	1.48E+00	
1.263E-4	-2.10E-02	1.48E+00	
1.264E-4	-2.12E-02	1.48E+00	
1.265E-4	-2.10E-02	1.48E+00	
1.266E-4	-2.10E-02	1.48E+00	
1.267E-4	-2.10E-02	1.48E+00	
1.268E-4	-2.10E-02	1.48E+00	
1.269E-4	-2.10E-02	1.48E+00	
1.27E-4	-2.10E-02	1.48E+00	
1.271E-4	-2.10E-02	1.48E+00	
1.272E-4	-2.10E-02	1.50E+00	
1.273E-4	-2.10E-02	1.48E+00	
1.274E-4	-2.10E-02	1.48E+00	
1.275E-4	-2.10E-02	1.48E+00	
1.276E-4	-2.10E-02	1.48E+00	
1.277E-4	-2.10E-02	1.48E+00	
1.278E-4	-2.10E-02	1.48E+00	
1.279E-4	-2.10E-02	1.48E+00	
1.28E-4	-2.10E-02	1.48E+00	
1.281E-4	-2.10E-02	1.48E+00	
1.282E-4	-2.10E-02	1.48E+00	
1.283E-4	-2.10E-02	1.48E+00	
1.284E-4	-2.08E-02	1.48E+00	
1.285E-4	-2.08E-02	1.48E+00	
1.286E-4	-2.08E-02	1.48E+00	
1.287E-4	-2.08E-02	1.48E+00	
1.288E-4	-2.08E-02	1.48E+00	
1.289E-4	-2.08E-02	1.48E+00	
1.29E-4	-2.08E-02	1.48E+00	
1.291E-4	-2.08E-02	1.48E+00	
1.292E-4	-2.06E-02	1.48E+00	
1.293E-4	-2.06E-02	1.48E+00	
1.294E-4	-2.08E-02	1.48E+00	
1.295E-4	-2.08E-02	1.48E+00	
1.296E-4	-2.08E-02	1.48E+00	
1.297E-4	-2.08E-02	1.48E+00	
1.298E-4	-2.08E-02	1.48E+00	
1.299E-4	-2.06E-02	1.48E+00	
1.3E-4	-2.06E-02	1.50E+00	
1.301E-4	-2.06E-02	1.48E+00	
1.302E-4	-2.06E-02	1.48E+00	
1.303E-4	-2.06E-02	1.48E+00	
1.304E-4	-2.06E-02	1.48E+00	
1.305E-4	-2.06E-02	1.48E+00	
1.306E-4	-2.06E-02	1.48E+00	
1.307E-4	-2.06E-02	1.48E+00	
1.308E-4	-2.06E-02	1.48E+00	
1.309E-4	-2.06E-02	1.48E+00	
1.31E-4	-2.06E-02	1.48E+00	
1.311E-4	-2.06E-02	1.48E+00	
1.312E-4	-2.06E-02	1.48E+00	
1.313E-4	-2.06E-02	1.48E+00	
1.314E-4	-2.08E-02	1.48E+00	
1.315E-4	-2.08E-02	1.48E+00	
1.316E-4	-2.08E-02	1.48E+00	
1.317E-4	-2.08E-02	1.48E+00	
1.318E-4	-2.08E-02	1.48E+00	
1.319E-4	-2.08E-02	1.48E+00	
1.32E-4	-2.10E-02	1.48E+00	
1.321E-4	-2.10E-02	1.48E+00	
1.322E-4	-2.10E-02	1.48E+00	
1.323E-4	-2.10E-02	1.48E+00	
1.324E-4	-2.10E-02	1.48E+00	
1.325E-4	-2.10E-02	1.48E+00	
1.326E-4	-2.10E-02	1.48E+00	
1.327E-4	-2.10E-02	1.48E+00	
