#Result of the added fermi and exponential fits to the data.

V_Ch [V] 	 Par B [V] 	 Error [V] 		 Tdark [s] 		 s_Tdark [s]
03.90	0.123701317353522	0.00229392424541692	0.00804945913884789	0.000100001007383981
04.00	0.113035665597118	0.00148256625577186	0.00828713938691638	0.000100000157493197
05.00	0.106827173336971	0.00154574160008874	0.00638937769908438	0.000100000138930817
05.98	0.0974777547808115	0.00120439688091016	0.00534147233974752	4.00002052425211e-005
07.02	0.0957242445029336	0.00159970508025015	0.00450129608449477	4.00002766283576e-005
08.02	0.0871650473219484	0.00134386747399563	0.00387094448349602	4.00002274403834e-005
09.05	0.0858879491938328	0.00114044323625827	0.003391662683953	3.00001640648013e-005
10.03	0.0897311018525654	0.00168114970745866	0.00304156393314831	3.00002087094847e-005
11.04	0.0867892022389152	0.00173326293822778	0.00275165579752309	3.00002195243063e-005
12.04	0.0838021731359063	0.00172431544792287	0.00252151755319542	3.0000216273764e-005
13.05	0.0842318391605887	0.0018975986924008	0.00231135607924535	3.00002196502977e-005
14.00	0.0830168069519954	0.00189794244910055	0.00214146266718023	2.00003219248004e-005
15.04	0.0832020805756243	0.00209845559613461	0.00197102033291482	2.00003248798939e-005
16.06	0.083642451330098	0.00223707703383883	0.00185052199689392	2.0000325972215e-005
17.03	0.0995214842946591	0.00339474753146671	0.00172063569148964	2.00003628194391e-005
18.06	0.480834310277224	0.012353079011706	0.00163369349191634	2.0001839116232e-005
19.08	0.0906378893899187	0.00349436486089989	0.00154073723693674	2.00004427856253e-005
